# x y vx vy mass
1.407706 -0.797468 1.474407 -2.968055 1.000000
0.834881 -0.754441 3.411133 2.293719 1.000000
0.969379 -1.185299 -5.090644 0.841230 1.000000
2.009443 -0.507032 0.925787 -1.895721 1.000000
0.669010 -0.931326 0.781315 3.765734 1.000000
0.379484 -0.222031 1.752387 1.397722 1.000000
0.994332 -0.871078 6.218604 0.273395 1.000000
1.627454 -0.817605 0.772153 -2.656265 1.000000
0.332286 -1.388687 -1.279818 2.198561 1.000000
1.264574 -0.778353 2.444216 -2.917596 1.000000
0.772624 -1.773251 -2.389530 0.702645 1.000000
2.068169 -1.739757 -1.116867 -1.612694 1.000000
0.645714 -0.731885 2.024366 2.674985 1.000000
1.489162 -0.764515 1.316366 -2.734428 1.000000
0.005996 -1.049840 -0.112244 2.238582 1.000000
1.420764 -0.867935 1.008349 -3.212635 1.000000
0.556003 -0.869408 0.927481 3.153329 1.000000
0.783725 -1.847822 -2.316317 0.590880 1.000000
0.626380 -1.156219 -1.355479 3.241827 1.000000
1.363302 0.248719 1.882724 -0.547759 1.000000
1.802497 -0.901975 0.301531 -2.468534 1.000000
0.639567 -0.858637 1.312140 3.345553 1.000000
1.631015 -1.206269 -0.852692 -2.608540 1.000000
1.251158 -0.711536 2.726853 -2.374201 1.000000
1.018530 -0.667971 3.871545 -0.216068 1.000000
0.530024 -0.734558 1.496779 2.650112 1.000000
0.930717 -1.986217 -2.243341 0.157596 1.000000
0.876713 -0.965214 1.696529 6.012789 1.000000
1.084772 -0.523204 3.163602 -0.562472 1.000000
0.889386 -1.633250 -2.747309 0.479891 1.000000
0.337156 -0.758886 0.910151 2.502089 1.000000
1.113251 0.380539 1.893547 -0.155335 1.000000
0.891180 -1.477366 -3.115718 0.710258 1.000000
1.650783 -1.322892 -1.166015 -2.350081 1.000000
0.986606 -0.585039 3.468502 0.111959 1.000000
1.046647 -1.094902 -6.171077 -3.033278 1.000000
-0.037855 -1.058139 -0.122668 2.189758 1.000000
0.845891 -1.077997 -2.429620 4.800540 1.000000
0.634888 -0.989694 0.104394 3.698389 1.000000
1.313163 -1.450373 -2.478754 -1.723578 1.000000
1.071555 -0.788651 4.483714 -1.518030 1.000000
1.041526 -1.778902 -2.528244 -0.134790 1.000000
1.768006 -1.108587 -0.355440 -2.513943 1.000000
1.123301 -0.917179 3.235100 -4.816261 1.000000
1.618028 -0.244706 1.751771 -1.433405 1.000000
0.410153 -0.902980 0.469399 2.853779 1.000000
0.953565 -1.160714 -5.252223 1.517517 1.000000
0.560653 -0.693769 1.747213 2.506713 1.000000
0.870091 -1.959406 -2.251987 0.304931 1.000000
0.962803 -1.068962 -7.030779 3.792245 1.000000
1.505252 -1.547142 -1.903594 -1.757853 1.000000
1.085870 -1.065377 -4.123138 -5.415552 1.000000
1.657501 -0.227521 1.690636 -1.438998 1.000000
0.587015 -1.029875 -0.250721 3.465913 1.000000
0.978127 -1.414575 -3.465595 0.182845 1.000000
1.330738 -1.337351 -2.323036 -2.277499 1.000000
1.103815 -1.118069 -4.235103 -3.723794 1.000000
1.145706 -1.294572 -3.496227 -1.729362 1.000000
0.940312 -0.532583 3.231204 0.412618 1.000000
0.128586 -1.082318 -0.224775 2.379464 1.000000
0.074675 -0.762813 0.568076 2.216207 1.000000
1.383580 -1.420176 -2.189416 -1.998721 1.000000
0.100832 -1.893916 -1.400072 1.408298 1.000000
1.463209 -1.427420 -1.910035 -2.069969 1.000000
-0.157963 -1.452032 -0.729312 1.868267 1.000000
1.588904 -1.494583 -1.639842 -1.952573 1.000000
1.886076 -0.748462 0.636263 -2.241325 1.000000
1.544646 -1.315308 -1.412216 -2.439382 1.000000
0.685760 -0.418604 2.419742 1.307850 1.000000
1.430880 -1.371569 -1.935958 -2.244985 1.000000
0.887777 -0.515457 3.088866 0.715401 1.000000
0.944594 -1.285293 -4.071743 0.790765 1.000000
0.258102 -1.172081 -0.578939 2.496000 1.000000
0.982084 -1.394652 -3.553919 0.161339 1.000000
0.833657 -1.310007 -3.321878 1.782443 1.000000
0.465143 -0.977597 0.127898 3.053482 1.000000
0.943516 -0.464654 3.030833 0.319779 1.000000
1.116884 -1.034793 -1.826785 -6.136975 1.000000
0.884243 -1.185303 -4.057211 2.534491 1.000000
-0.450575 -1.272810 -0.340184 1.808810 1.000000
0.461544 -2.485513 -1.672395 0.606195 1.000000
0.471451 -1.291717 -1.390615 2.519592 1.000000
0.738758 -0.088621 2.207574 0.632790 1.000000
0.642272 -1.224487 -1.828928 2.914461 1.000000
-0.324808 -1.151363 -0.219812 1.923907 1.000000
1.058835 -0.601583 3.485697 -0.514739 1.000000
1.887536 -1.175769 -0.456684 -2.306010 1.000000
0.223725 -1.277591 -0.829223 2.318900 1.000000
0.972341 -0.764250 4.558337 0.534796 1.000000
0.589952 -0.602154 2.059996 2.123176 1.000000
1.434224 -0.274924 2.086722 -1.249670 1.000000
0.724129 -1.593807 -2.506145 1.164306 1.000000
0.389712 -0.694033 1.212894 2.419265 1.000000
0.414040 -1.182433 -0.848499 2.725312 1.000000
1.002341 -0.656128 3.813043 -0.025963 1.000000
0.418200 -0.927422 0.361493 2.897801 1.000000
1.237723 -1.736832 -2.418510 -0.780279 1.000000
0.828226 -1.161390 -3.153781 3.356691 1.000000
1.153387 -1.144534 -3.340322 -3.544924 1.000000
0.095678 -1.642559 -1.229671 1.730610 1.000000
0.246733 -1.213148 -0.688103 2.431766 1.000000
1.053403 -0.808538 4.831041 -1.347500 1.000000
0.294421 -0.143981 1.638241 1.350332 1.000000
1.480878 -1.257632 -1.429685 -2.668553 1.000000
1.349740 -0.959161 0.437055 -3.742840 1.000000
1.306967 -0.933864 0.840446 -3.900858 1.000000
0.772529 -0.449512 2.677708 1.106475 1.000000
0.315907 -1.276743 -0.976160 2.413014 1.000000
1.205887 -1.833784 -2.342500 -0.578435 1.000000
1.990989 -1.178070 -0.394113 -2.193309 1.000000
0.429699 -0.624079 1.489023 2.258959 1.000000
1.907231 0.053369 1.436978 -1.237619 1.000000
1.863395 -1.213370 -0.568847 -2.301820 1.000000
1.839858 -0.052434 1.487117 -1.318078 1.000000
1.040303 0.057100 2.172470 -0.082828 1.000000
1.954709 -1.432979 -0.902030 -1.988958 1.000000
0.736796 -1.953809 -2.166956 0.597973 1.000000
1.508108 -0.833351 0.952962 -2.905549 1.000000
1.500975 -0.006104 1.892665 -0.954000 1.000000
1.117780 -1.676560 -2.658320 -0.462777 1.000000
0.181946 -1.698439 -1.399925 1.639679 1.000000
0.913052 -1.101766 -4.646769 3.970184 1.000000
0.766030 -2.124151 -2.042961 0.425202 1.000000
0.776015 -0.732584 2.902393 2.431021 1.000000
0.572281 -1.175341 -1.247482 3.043046 1.000000
1.299032 -1.482752 -2.522565 -1.562558 1.000000
1.908117 -0.889421 0.282585 -2.320706 1.000000
1.961581 -1.220239 -0.502628 -2.194513 1.000000
1.056200 -1.108608 -5.679044 -2.938654 1.000000
1.796392 -1.661460 -1.404148 -1.690580 1.000000
0.465376 -1.182254 -0.960017 2.816113 1.000000
1.535136 -0.136366 1.885737 -1.168465 1.000000
-1.021082 1.067001 -0.645362 0.104454 1.000000
-0.876596 1.807287 3.780558 -0.915852 1.000000
-0.740384 1.678668 2.928158 -2.075199 1.000000
-0.738377 1.181263 -0.202292 -1.397261 1.000000
-0.747076 1.641728 2.783922 -2.291256 1.000000
-1.052060 1.672750 4.687802 0.960678 1.000000
-1.182895 1.433347 0.402476 3.011589 1.000000
-1.003131 0.945929 -0.399861 0.010737 1.000000
-0.997090 1.817963 4.007838 -0.022955 1.000000
-0.957787 1.572964 5.716174 -2.439276 1.000000
-0.981212 1.469496 -4.861745 -3.918439 1.000000
-1.149115 1.573413 3.032189 3.112168 1.000000
-0.730268 1.370839 0.383120 -2.332415 1.000000
-1.490928 1.155658 0.451286 1.495149 1.000000
-0.847880 1.578446 3.066748 -3.038186 1.000000
-1.138858 1.681242 3.849402 1.799987 1.000000
-0.933623 1.244547 -1.164271 -0.692291 1.000000
